id_,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
180,1,0,65,,,1,197469,0,0,0,0,41.5,0,3,0.5,-0.5,0,Hamza,0.0,4,0,15.6,False,72.8,318,,,45,0,0,0,197469.jpg,1.8,0,0,Choudhury,0.8,False,,a,9,13,43.0,14,81371,344,76952,3266,0.0,3.1,Choudhury,1
540,0,2,47,,,1,223175,0,0,0,0,27.6,1,3,1.0,0.5,0,Matthew,1.0,2,1,8.1,False,44.0,269,,,45,0,0,0,223175.jpg,4.7,0,0,Longstaff,0.4,False,,a,13,4,10.0,14,38311,657,12297,2494,0.2,3.1,Matthew Longstaff,0
221,0,0,109,,,3,27789,0,0,-3,3,34.5,0,3,2.3,1.8,2,Fernando,1.8,7,0,25.9,False,166.2,679,,,52,0,0,0,27789.jpg,1.8,1,0,Luiz Rosa,0.7,False,,a,11,43,57.0,14,20476,1226,61809,1066,0.3,2.7,Fernandinho,1
290,0,0,92,100.0,100.0,1,90440,0,0,0,0,22.3,0,3,0.7,1.2,2,Tom,1.2,12,0,16.8,False,96.2,538,,2019-09-04T09:00:11.384947Z,45,0,0,0,90440.jpg,2.0,0,0,Trybull,0.7,False,,a,14,45,49.0,14,43992,168,63187,745,0.3,3.1,Trybull,0
507,0,0,94,100.0,100.0,1,128348,0,0,0,0,2.0,0,3,0.7,1.2,0,Ibrahim,1.2,15,0,15.2,False,134.2,594,,2019-10-27T20:00:17.300870Z,45,0,0,0,128348.jpg,1.9,0,0,Amadou,0.1,False,,a,14,45,16.0,13,9407,172,6840,335,0.3,2.9,Amadou,1
373,0,0,88,100.0,100.0,1,38439,0,0,-2,2,40.7,0,3,0.3,0.8,3,Etienne,0.8,19,0,15.5,False,92.6,622,,2019-10-06T10:30:12.338497Z,48,0,0,0,38439.jpg,1.9,0,0,Capoue,0.3,False,,a,18,57,21.0,13,11804,414,54610,372,0.2,2.7,Capoue,2
61,0,2,53,100.0,100.0,0,223911,0,0,-1,1,2.5,1,2,0.0,0.5,0,Chris,0.0,7,1,16.6,False,91.6,271,,2019-10-04T11:30:13.479244Z,44,0,0,0,223911.jpg,3.2,0,0,Mepham,0.9,False,,a,3,91,72.0,13,84452,58,96022,1336,0.0,3.0,Mepham,0
490,0,0,60,100.0,100.0,1,200089,0,0,-1,1,93.0,0,3,1.5,1.0,1,Joseph,0.5,6,0,20.8,False,52.6,361,,2019-09-07T11:30:17.190466Z,49,0,0,0,200089.jpg,1.4,0,0,Willock,0.2,False,,a,1,3,62.0,13,22856,229,25535,504,0.1,2.7,Willock,0
289,0,0,76,100.0,100.0,1,18665,0,0,0,0,7.1,0,3,1.7,2.2,2,Alexander,2.2,10,0,9.4,False,80.6,458,,2019-09-21T16:00:18.409042Z,45,0,0,0,18665.jpg,1.9,0,0,Tettey,0.2,False,,a,14,45,6.0,13,10043,1718,11970,433,0.5,2.9,Tettey,0
323,1,0,34,,,0,91047,0,0,-3,3,10.1,0,3,1.0,1.5,2,Stuart,2.0,8,0,7.4,False,28.4,265,,,52,0,0,0,91047.jpg,1.4,0,0,Armstrong,0.1,False,,a,16,20,35.0,13,1641,88,7344,122,0.4,2.5,Armstrong,1
353,0,0,123,100.0,100.0,2,40868,0,0,-3,3,162.7,0,2,1.3,1.8,6,José,1.8,20,0,34.0,False,139.2,794,,2019-10-19T19:30:16.098187Z,47,0,0,0,40868.jpg,1.4,0,0,Holebas,1.1,False,,a,18,57,39.0,13,15150,687,207486,873,0.4,2.8,Holebas,5
422,0,0,71,0.0,0.0,2,120250,0,0,-2,2,90.4,0,3,0.0,0.0,0,André Filipe,1.5,8,0,15.8,False,55.0,584,Ankle injury - Unknown return date,2019-11-03T18:30:18.626117Z,53,0,0,0,120250.jpg,1.6,0,0,Tavares Gomes,0.3,False,,i,8,11,13.0,13,12355,17,65195,1346,0.3,2.5,André Gomes,3
332,0,0,121,100.0,100.0,1,38290,0,0,-1,1,172.3,0,2,0.7,1.2,0,Danny,0.2,12,0,36.7,False,158.0,792,,2019-10-27T19:00:14.305885Z,54,0,0,0,38290.jpg,1.4,0,0,Rose,1.6,False,,a,17,6,36.0,13,92222,971,173919,3514,0.0,2.4,Rose,5
478,2,1,69,,,0,194164,0,0,-1,1,24.4,0,2,3.5,3.5,6,Mason,3.0,5,0,10.9,False,73.8,288,,,44,0,0,0,194164.jpg,2.6,0,0,Holgate,0.2,False,,a,8,11,11.0,13,5968,2118,7536,326,0.7,3.0,Holgate,1
204,0,0,57,100.0,100.0,2,102826,-1,1,-1,1,24.9,0,2,3.5,3.0,0,Benjamin,3.0,0,0,8.8,False,22.6,207,,2019-10-06T13:00:13.676629Z,59,0,0,0,102826.jpg,4.3,0,0,Mendy,1.4,False,,a,11,43,40.0,13,154075,1110,86243,17642,0.5,2.2,Mendy,0
36,1,0,32,75.0,25.0,2,89274,0,0,-2,2,53.7,0,3,0.0,-0.1,0,José Ignacio,0.0,3,0,11.6,False,41.8,245,Hernia - 75% chance of playing,2019-10-17T13:00:14.384046Z,58,0,0,0,89274.jpg,2.4,0,0,Peleteiro Romallo,0.1,False,,d,2,7,21.0,12,10736,26,23184,297,0.0,2.1,Jota,0
541,1,0,41,100.0,100.0,1,223340,0,0,0,0,91.4,0,3,1.8,1.3,0,Bukayo,0.8,4,0,24.5,False,64.4,342,,2019-09-24T21:30:13.707726Z,45,0,0,0,223340.jpg,2.0,0,0,Saka,1.0,False,,a,1,3,88.0,12,111788,1991,47199,4965,0.2,2.7,Saka,1
330,0,0,95,0.0,0.0,1,39194,-1,1,-3,3,7.1,0,2,0.0,0.0,0,Jan,0.5,9,0,12.4,False,111.2,540,Hamstring injury - Expected back 23 Nov,2019-11-01T14:00:13.161821Z,52,0,0,0,39194.jpg,2.0,0,0,Vertonghen,1.5,False,,i,17,6,4.0,12,51627,29,187686,6678,0.1,2.3,Vertonghen,1
284,0,0,32,100.0,100.0,0,89470,0,0,-2,2,31.8,0,3,2.3,2.8,2,Onel,2.8,5,1,20.5,False,58.2,254,,2019-11-01T16:00:22.360282Z,53,0,0,0,89470.jpg,2.4,0,0,Hernández,0.1,False,,a,14,45,117.0,12,2541,333,12149,272,0.5,2.3,Hernández,0
44,0,0,14,,,2,20529,-1,1,-5,5,29.6,0,4,0.0,-0.5,1,Glenn,0.5,4,0,7.9,False,8.0,321,,,55,0,0,0,20529.jpg,1.3,0,0,Murray,0.9,False,,a,4,36,45.0,12,39880,395,203078,1540,0.1,2.1,Murray,0
434,0,0,35,75.0,100.0,0,81048,0,0,-1,1,7.7,0,4,0.0,0.5,1,Josip,0.5,3,1,8.1,False,33.4,115,Hamstring injury - 75% chance of playing,2019-11-11T12:00:15.065845Z,54,0,0,0,81048.jpg,1.5,0,0,Drmic,0.1,False,,d,14,45,42.0,12,4624,72,12477,264,0.1,2.2,Drmic,0
242,0,0,42,,,2,43670,0,0,-3,3,66.7,0,3,1.0,1.0,0,Juan,0.0,3,0,14.3,False,25.8,299,,,62,0,0,0,43670.jpg,1.7,0,0,Mata,0.3,False,,a,12,1,52.0,12,11881,222,28989,665,0.0,1.9,Mata,1
98,2,0,44,100.0,100.0,0,90517,0,0,0,0,57.2,0,3,3.0,2.5,1,Robbie,2.5,1,0,13.5,False,59.6,110,,2019-07-31T00:00:11.195874Z,55,0,0,0,90517.jpg,2.0,0,0,Brady,0.0,False,,a,5,90,18.0,12,1800,247,1803,141,0.5,2.2,Brady,1
195,0,1,48,,,0,39155,0,0,-2,2,42.5,0,3,3.2,2.2,0,Adam,2.2,1,1,14.9,False,57.6,113,,,58,0,0,0,39155.jpg,2.4,0,0,Lallana,0.1,False,,a,10,14,49.0,12,3305,249,6907,333,0.4,2.1,Lallana,0
107,0,0,111,100.0,100.0,1,109533,0,0,0,0,138.6,0,2,1.3,2.3,5,Emerson,1.8,11,0,34.3,False,123.0,554,,2019-09-08T20:30:10.510601Z,55,0,0,0,109533.jpg,1.7,0,0,Palmieri dos Santos,0.9,False,,a,6,8,81.0,12,161752,2556,202355,1285,0.3,2.2,Emerson,1
129,0,0,42,,,1,54861,0,0,-3,3,71.4,0,4,-0.2,0.3,0,Christian,0.8,4,0,25.3,False,58.0,267,,,57,0,0,0,54861.jpg,1.1,0,0,Benteke,0.6,False,,a,7,31,124.0,11,26666,245,66206,1006,0.1,1.9,Benteke,1
241,0,0,39,100.0,100.0,1,109322,0,0,-2,2,94.1,0,3,1.8,1.8,1,Jesse,0.8,5,0,18.7,False,34.8,396,,2019-10-03T19:30:15.667039Z,63,0,0,0,109322.jpg,1.2,0,0,Lingard,0.8,False,,a,12,1,58.0,11,48437,859,107092,1081,0.1,1.7,Lingard,2
519,0,0,66,100.0,100.0,1,111773,0,0,-1,1,9.3,0,2,0.0,-0.5,0,Emil,0.0,11,0,9.2,False,52.4,414,,2019-08-29T00:00:09.547590Z,44,0,0,0,111773.jpg,1.8,0,0,Krafth,0.1,False,,a,13,4,30.0,11,4030,27,5291,127,0.0,2.5,Krafth,0
274,0,0,111,100.0,100.0,1,232980,0,0,-1,1,87.8,0,2,1.5,2.0,1,Maximillian,2.0,24,0,28.3,False,110.4,900,,2019-09-09T22:30:12.197253Z,44,0,0,0,232980.jpg,1.1,0,0,Aarons,1.2,False,,a,14,45,86.0,11,32144,422,133201,2236,0.5,2.5,Aarons,3
298,0,3,41,100.0,100.0,0,18867,0,0,-3,3,68.3,0,4,-0.2,-0.2,0,Billy,0.8,2,1,17.9,False,47.6,178,,2019-09-14T17:00:16.602437Z,57,0,0,0,18867.jpg,1.6,1,0,Sharp,0.3,False,,a,15,49,64.0,11,49449,210,93589,482,0.1,1.9,Sharp,0
281,0,2,46,,,0,18499,0,0,0,0,0.0,0,1,-0.5,0.0,0,Michael,0.0,6,0,6.5,False,65.0,158,,,40,0,0,1,18499.jpg,5.5,0,7,McGovern,6.9,False,,a,14,45,0.0,11,255636,10318,119311,8262,0.0,2.8,McGovern,0
244,0,0,71,,,0,101582,0,0,-2,2,103.1,0,3,2.8,2.8,2,Frederico,1.8,6,0,25.7,False,90.6,508,,,53,0,0,0,101582.jpg,1.4,0,0,Rodrigues de Paula Santos,0.2,False,,a,12,1,64.0,11,5712,807,10362,411,0.3,2.1,Fred,2
175,1,0,37,,,0,172632,0,0,-3,3,84.0,0,3,2.3,1.3,1,Demarai,1.8,1,0,20.1,False,49.8,192,,,52,0,0,0,172632.jpg,1.4,0,0,Gray,0.3,False,,a,9,13,66.0,11,7235,452,29984,533,0.3,2.1,Gray,1
486,0,0,56,100.0,100.0,1,58822,0,0,-2,2,55.9,0,2,-0.8,-0.3,1,Cédric,0.2,5,0,14.4,False,71.6,315,,2019-09-29T10:00:18.959570Z,48,0,0,0,58822.jpg,2.5,0,0,Soares,0.2,False,,a,16,20,16.0,10,6157,86,18355,138,0.0,2.1,Cédric,0
273,0,0,191,100.0,100.0,0,198826,0,0,0,0,10.7,0,2,0.3,0.8,1,Ben,0.8,28,0,28.8,False,260.4,1039,,2019-10-19T16:00:16.106054Z,45,0,0,0,198826.jpg,0.8,0,0,Godfrey,0.2,False,,a,14,45,16.0,10,10903,129,15716,444,0.2,2.2,Godfrey,1
256,0,1,47,,,1,109528,0,0,-2,2,13.6,0,2,0.0,-0.5,0,Javier,0.0,2,0,5.5,False,34.8,215,,,43,0,0,0,109528.jpg,2.5,0,0,Manquillo,0.1,False,,a,13,4,6.0,10,3390,74,7430,197,0.0,2.3,Manquillo,1
333,0,0,108,100.0,100.0,0,173904,0,0,-2,2,16.3,0,2,1.7,2.2,2,Davinson,1.2,11,0,18.2,False,142.2,675,,2019-09-12T12:30:16.170028Z,53,0,0,0,173904.jpg,1.2,0,0,Sánchez,0.9,False,,a,17,6,23.0,10,21367,800,55079,1060,0.2,1.9,Sánchez,2
6,0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.3,False,,u,1,3,12.0,10,27982,15,86606,309,0.0,2.0,Monreal,0
528,1,0,25,75.0,100.0,0,247632,0,0,0,0,33.1,0,3,0.8,1.3,1,Pedro,0.8,1,0,11.3,False,31.4,142,Knock - 75% chance of playing,2019-11-15T13:30:15.206140Z,50,0,0,0,247632.jpg,1.2,0,0,Lomba Neto,0.0,False,,d,20,39,51.0,10,2865,106,2833,110,0.2,2.0,Neto,1
189,0,0,67,100.0,100.0,0,116535,0,0,-1,1,0.0,0,1,3.2,2.2,2,Alisson,2.2,4,0,7.8,False,77.2,398,,2019-08-09T21:00:16.736264Z,59,0,0,0,116535.jpg,2.0,0,9,Ramses Becker,8.4,False,,a,10,14,0.0,10,248283,65478,1518957,8508,0.4,1.7,Alisson,0
193,0,0,47,,,0,81880,0,0,-3,3,52.7,0,3,1.8,0.8,1,Alex,0.8,3,0,21.7,False,42.0,261,,,62,0,0,0,81880.jpg,1.2,0,0,Oxlade-Chamberlain,0.6,False,,a,10,14,123.0,10,34113,4878,36073,2658,0.1,1.6,Chamberlain,0
79,0,0,47,100.0,100.0,1,155408,0,0,0,0,19.6,0,3,1.5,2.0,2,Lewis,1.5,3,0,8.1,False,51.2,274,,2019-06-25T11:30:07.007116Z,50,0,0,0,155408.jpg,1.7,0,0,Cook,0.0,False,,a,3,91,10.0,10,2785,185,1849,146,0.3,2.0,Lewis Cook,0
382,0,0,48,,,0,166640,0,0,-2,2,3.3,0,2,1.7,2.2,1,Fabián,2.2,12,1,17.0,False,80.0,361,,,43,0,0,0,166640.jpg,1.8,0,0,Balbuena,0.3,False,,a,19,21,87.0,9,5642,303,19894,398,0.5,2.1,Balbuena,2
310,0,1,82,,,1,80447,0,0,-1,1,3.7,0,2,-1.0,-0.5,0,Maya,0.0,18,0,17.7,False,96.8,553,,,44,0,0,0,80447.jpg,1.3,0,0,Yoshida,0.3,False,,a,16,20,77.0,9,14118,112,21201,669,0.0,2.0,Yoshida,1
117,0,0,38,0.0,0.0,1,88894,0,0,-4,4,125.9,0,3,0.0,0.0,0,Ross,0.2,5,0,34.7,False,63.8,335,Ankle injury - Unknown return date,2019-10-19T16:00:15.801912Z,56,0,0,0,88894.jpg,1.5,0,0,Barkley,1.4,False,,i,6,8,157.0,9,70365,34,441991,3753,0.0,1.6,Barkley,0
441,0,0,26,,,1,49083,0,0,-3,3,53.9,0,3,-0.5,-0.5,1,Luke,0.5,4,0,10.8,False,36.8,254,,,52,0,0,0,49083.jpg,1.5,0,0,Freeman,0.1,False,,a,15,49,17.0,9,2107,66,7562,114,0.1,1.7,Freeman,1
234,0,0,21,100.0,100.0,0,220688,0,0,-2,2,10.4,0,4,1.8,1.8,1,Mason,0.8,3,0,9.2,False,13.0,113,,2019-10-07T15:00:20.948895Z,43,0,0,0,220688.jpg,1.0,0,0,Greenwood,10.6,False,,a,12,1,73.0,9,687001,24560,1028324,22499,0.2,2.1,Greenwood,0
127,0,0,40,100.0,100.0,1,19188,0,0,-2,2,0.4,0,2,-0.8,-0.3,0,Scott,0.2,1,0,10.7,False,37.4,187,,2019-08-30T13:00:12.954955Z,43,0,0,0,19188.jpg,3.0,0,0,Dann,0.2,False,,a,7,31,69.0,9,8355,86,15660,305,0.0,2.1,Dann,0
386,0,2,27,0.0,0.0,0,43020,0,0,0,0,2.2,1,4,0.0,0.0,0,Javier,0.0,4,1,7.7,False,35.6,106,Joined Sevilla on a permanent deal on 2/9,2019-09-02T10:30:10.993084Z,60,0,0,0,43020.jpg,4.5,0,0,Hernández Balcázar,0.4,False,,u,19,21,39.0,9,86772,19,139724,316,0.0,1.5,Chicharito,0
226,0,0,50,50.0,0.0,1,106760,0,0,-1,1,58.4,0,2,0.0,0.0,0,Luke,0.0,2,0,10.2,False,34.0,213,Hamstring injury - 50% chance of playing,2019-08-24T16:30:09.441165Z,54,0,0,0,106760.jpg,3.0,0,0,Shaw,0.6,False,,d,12,1,10.0,9,27967,31,122299,732,0.0,1.7,Shaw,0
202,0,0,56,0.0,0.0,1,146941,0,0,-2,2,27.4,0,2,0.0,0.0,0,Aymeric,0.0,3,0,10.9,False,63.0,306,Knee injury - Expected back 01 Feb,2019-08-31T15:00:12.277175Z,63,0,0,0,146941.jpg,2.2,0,0,Laporte,2.1,False,,i,11,43,19.0,9,119561,349,545010,2137,0.0,1.4,Laporte,1
532,1,0,46,100.0,100.0,1,135720,0,0,-2,2,26.0,0,2,-0.8,-0.3,0,Kevin,0.2,8,0,8.9,False,58.4,275,,2019-08-31T13:30:13.818149Z,43,0,0,0,135720.jpg,1.5,1,0,Danso,0.0,False,,a,16,20,6.0,9,2572,41,2401,75,0.0,2.1,Danso,0
158,0,0,71,100.0,100.0,1,42774,0,0,-1,1,51.4,0,3,1.0,1.0,2,Morgan,0.5,10,0,12.0,False,62.4,562,,2019-08-10T16:30:08.303097Z,44,0,0,0,42774.jpg,1.3,1,0,Schneiderlin,0.8,False,,a,8,11,5.0,9,29378,2201,59435,1409,0.1,2.0,Schneiderlin,2
174,1,0,49,,,0,51938,0,0,-2,2,102.8,0,3,0.7,-0.3,0,Marc,0.2,2,0,17.7,False,46.6,182,,,53,0,0,0,51938.jpg,1.5,0,0,Albrighton,0.2,False,,a,9,13,29.0,9,7164,252,17292,504,0.0,1.7,Albrighton,1
87,0,0,33,,,1,103914,0,0,-3,3,39.6,0,2,2.3,1.8,6,Charlie,1.8,0,0,7.7,False,34.2,170,,,42,0,0,0,103914.jpg,2.7,0,0,Taylor,0.6,False,,a,5,90,2.0,8,14729,4811,68649,1000,0.4,1.9,Taylor,0
157,0,0,29,,,0,50472,0,0,-1,1,28.7,0,3,-0.5,0.0,0,James,0.5,4,0,7.1,False,28.4,160,,,44,0,0,0,50472.jpg,0.9,0,0,McCarthy,0.6,False,,a,7,31,14.0,8,33655,1025,40274,1487,0.1,1.8,McCarthy,2
251,0,0,49,0.0,0.0,1,56983,0,0,-2,2,98.0,0,2,0.0,0.0,0,Matt,0.0,4,0,15.8,False,48.6,270,Ankle injury - Unknown return date,2019-08-28T21:30:17.608501Z,53,0,0,0,56983.jpg,2.7,0,0,Ritchie,0.2,False,,i,13,4,12.0,8,7659,13,34002,273,0.0,1.5,Ritchie,1
506,0,0,36,100.0,100.0,1,225796,0,0,0,0,4.8,0,2,1.5,2.5,6,Reece,2.0,2,0,3.8,False,24.8,119,,2019-10-11T10:00:13.189023Z,50,0,0,0,225796.jpg,2.0,0,0,James,0.2,False,,a,6,8,8.0,8,11546,3665,7874,425,0.4,1.6,James,0
146,0,0,34,75.0,100.0,0,66838,0,0,-3,3,34.4,0,4,2.3,2.3,2,Cenk,1.8,2,1,15.2,False,37.4,130,Groin Injury - 75% chance of playing,2019-11-14T10:00:15.071754Z,57,0,0,0,66838.jpg,2.7,0,0,Tosun,0.1,False,,d,8,11,80.0,8,4679,578,12436,327,0.3,1.4,Tosun,0
108,0,0,88,100.0,100.0,1,135363,0,0,-1,1,17.1,0,2,-0.5,0.5,0,Andreas,0.0,11,0,14.7,False,110.4,491,,2019-10-13T07:30:10.505993Z,49,0,0,0,135363.jpg,1.3,0,0,Christensen,0.6,False,,a,6,8,19.0,8,56866,206,92752,914,0.0,1.6,Christensen,2
440,1,1,67,100.0,100.0,0,145235,0,0,-3,3,107.2,0,2,2.5,2.0,1,José Ángel,2.0,4,0,19.4,False,59.8,242,,2019-10-29T22:00:20.039411Z,47,0,0,0,145235.jpg,2.0,0,0,Esmorís Tasende,0.2,False,,a,11,43,26.0,8,6725,2760,13147,378,0.4,1.7,Angeliño,1
516,0,0,37,100.0,100.0,2,74471,0,0,-2,2,33.6,0,3,-1.0,-1.5,0,Aaron,-0.5,4,0,9.3,False,51.0,272,,2019-10-19T16:00:16.584270Z,48,0,0,0,74471.jpg,1.3,1,0,Mooy,0.2,False,,a,4,36,10.0,8,7548,114,17804,267,-0.1,1.7,Mooy,0
406,0,0,40,75.0,,1,216054,0,0,-2,2,16.3,0,2,0.5,1.0,0,Rúben Gonçalo,0.5,3,0,6.5,False,37.0,188,Knock - 75% chance of playing,2019-11-15T13:30:15.020407Z,43,0,0,0,216054.jpg,2.0,0,0,Silva Nascimento Vinagre,0.2,False,,d,20,39,12.0,8,6258,130,13306,412,0.1,1.9,Vinagre,1
306,1,0,58,100.0,100.0,0,213482,0,0,-3,3,38.8,0,2,-0.5,0.0,0,Yan,0.5,18,0,16.3,False,78.0,540,,2019-11-02T18:00:15.945108Z,47,0,0,0,213482.jpg,1.1,0,0,Valery,0.2,False,,a,16,20,47.0,8,5843,77,20709,307,0.1,1.7,Valery,1
416,1,0,28,75.0,75.0,0,222531,0,0,-3,3,43.2,0,3,0.0,0.4,0,Morgan,0.0,2,0,6.1,False,5.8,119,Back injury - 75% chance of playing,2019-11-08T16:00:11.309971Z,47,0,0,0,222531.jpg,2.3,0,0,Gibbs-White,0.1,False,,d,20,39,12.0,7,2223,24,5685,193,0.0,1.5,Gibbs-White,0
523,0,0,29,100.0,100.0,0,200826,0,0,-2,2,58.0,0,3,1.5,2.0,2,Giovani,1.0,2,0,9.8,False,23.4,153,,2019-09-08T18:00:18.298488Z,73,0,0,0,200826.jpg,1.2,0,0,Lo Celso,0.3,False,,a,17,6,16.0,7,9430,792,37705,329,0.1,1.0,Lo Celso,0
92,1,0,18,,,0,81183,0,0,-2,2,11.0,0,4,1.3,0.8,0,Matej,0.8,0,0,4.4,False,18.0,58,,,53,0,0,0,81183.jpg,1.8,0,0,Vydra,0.1,False,,a,5,90,15.0,7,3501,71,5699,142,0.2,1.3,Vydra,0
355,0,0,23,,,1,155651,0,0,-2,2,22.5,0,2,1.3,1.8,0,Adam,1.8,2,0,4.9,False,20.8,164,,,43,0,0,0,155651.jpg,2.3,0,0,Masina,0.1,False,,a,18,57,5.0,7,722,59,3027,106,0.4,1.6,Masina,1
430,0,0,21,,,0,17349,0,0,-3,3,9.2,0,3,0.7,0.2,0,Aaron,0.2,6,0,3.4,False,15.6,238,,,47,0,0,0,17349.jpg,0.9,0,0,Lennon,0.1,False,,a,5,90,8.0,7,3434,139,8139,170,0.0,1.5,Lennon,2
492,0,0,10,100.0,100.0,1,220307,0,0,-2,2,14.6,0,3,1.2,1.7,1,Arnaut,1.2,0,0,8.9,False,16.2,117,,2019-08-12T10:00:14.019366Z,58,0,0,0,220307.jpg,1.4,0,0,Danjuma Groeneveld,0.0,False,,a,3,91,58.0,7,615,48,3965,63,0.2,1.2,Danjuma,0
114,0,0,28,100.0,100.0,1,49579,-1,1,-2,2,95.7,0,3,-0.5,0.5,0,Pedro,0.0,5,0,25.8,False,48.4,242,,2019-08-24T13:30:14.550162Z,68,0,0,0,49579.jpg,2.3,0,0,Rodríguez Ledesma,1.3,False,,a,6,8,114.0,7,121263,316,256374,1532,0.0,1.0,Pedro,0
186,0,0,60,100.0,100.0,0,38454,0,0,-2,2,4.5,0,2,2.2,1.2,2,Dejan,1.2,4,0,12.9,False,78.6,360,,2019-08-14T10:00:15.198752Z,53,0,0,0,38454.jpg,1.8,0,0,Lovren,0.4,False,,a,10,14,46.0,7,18758,4078,16977,881,0.2,1.3,Lovren,1
512,0,0,13,0.0,0.0,1,50175,-1,1,-2,2,27.6,0,4,0.0,0.0,0,Danny,0.2,2,0,12.2,False,23.6,208,Hamstring injury - Unknown return date,2019-10-19T16:00:16.571131Z,58,0,0,0,50175.jpg,1.4,0,0,Welbeck,0.1,False,,i,18,57,72.0,7,10426,31,17606,290,0.0,1.2,Welbeck,0
329,0,0,32,100.0,100.0,0,115556,0,0,-1,1,29.7,0,2,1.5,2.0,2,Ben,1.0,5,0,9.0,False,50.4,286,,2019-07-31T00:00:11.457160Z,54,0,0,0,115556.jpg,1.4,0,0,Davies,0.2,False,,a,17,6,12.0,7,6426,271,10865,340,0.2,1.3,Davies,0
22,0,3,59,,,0,37339,0,0,-3,3,88.3,0,2,0.0,-0.5,0,Ahmed,0.0,9,0,16.1,False,70.6,251,,,42,0,0,0,37339.jpg,1.2,0,0,El Mohamady,1.0,False,,a,2,7,2.0,7,40275,948,111546,1877,0.0,1.7,El Mohamady,0
15,0,0,41,100.0,100.0,0,37605,0,0,-3,3,92.3,0,3,2.0,1.5,2,Mesut,1.0,4,0,13.2,False,28.4,250,,2019-08-09T17:00:13.419733Z,72,0,0,0,37605.jpg,2.0,0,0,Özil,0.7,False,,a,1,3,12.0,6,25168,2667,92723,1560,0.1,0.8,Özil,0
86,0,0,26,100.0,100.0,1,17997,0,0,-2,2,13.5,0,2,2.0,1.5,6,Phil,1.5,0,0,4.3,False,14.4,90,,2019-10-31T14:30:17.166119Z,43,0,0,0,17997.jpg,6.0,0,0,Bardsley,0.1,False,,a,5,90,15.0,6,2211,352,6972,126,0.3,1.4,Bardsley,0
136,0,0,16,,,1,141020,0,0,-3,3,4.0,0,3,-0.8,-0.3,0,Max,0.2,2,0,7.9,False,18.2,171,,,52,0,0,0,141020.jpg,1.5,0,0,Meyer,0.1,False,,a,7,31,57.0,6,3763,30,9628,122,0.0,1.2,Meyer,1
132,0,0,42,,,0,20066,0,0,-1,1,0.0,0,1,0.5,1.0,0,Wayne,1.5,4,0,8.7,False,87.4,180,,,44,0,0,0,20066.jpg,3.0,0,13,Hennessey,0.7,False,,a,7,31,0.0,6,11370,833,37979,1183,0.3,1.4,Hennessey,0
520,0,0,17,100.0,100.0,0,40142,0,0,-1,1,15.1,0,4,0.8,0.3,1,Andy,0.8,4,0,4.5,False,17.0,97,,2019-10-24T10:30:13.671428Z,54,0,0,0,40142.jpg,1.0,0,0,Carroll,0.1,False,,a,13,4,12.0,6,6083,161,12162,266,0.1,1.1,Carroll,0
34,0,0,16,0.0,0.0,0,221239,0,0,-1,1,23.3,0,3,0.0,0.0,0,Keinan,0.5,1,0,8.2,False,14.4,74,Hamstring injury - Expected back 01 Dec,2019-10-30T23:30:12.401435Z,44,0,0,0,221239.jpg,1.0,0,0,Davis,0.3,False,,i,2,7,46.0,6,13097,63,22024,919,0.1,1.4,Davis,0
389,1,0,10,50.0,0.0,0,57531,0,0,-1,1,28.1,0,3,0.0,0.0,0,Michail,0.0,2,0,16.2,False,21.4,125,Hamstring injury - 50% chance of playing,2019-08-27T21:30:10.874924Z,69,0,0,0,57531.jpg,2.0,0,0,Antonio,0.7,False,,d,19,21,112.0,6,5392,28,62689,355,0.0,0.9,Antonio,0
394,0,0,14,50.0,50.0,0,54102,0,0,-3,3,6.5,0,3,-0.1,0.1,0,Jack,0.2,4,0,1.4,False,5.0,174,Groin Injury - 50% chance of playing,2019-10-27T12:30:12.863214Z,47,0,0,0,54102.jpg,1.0,0,0,Wilshere,0.3,False,,d,19,21,4.0,6,8365,25,30265,565,0.0,1.3,Wilshere,0
205,0,0,79,50.0,25.0,0,41823,0,0,-1,1,57.1,0,2,0.2,0.2,0,Fabian,0.5,14,0,15.4,False,88.6,558,Hamstring injury - 50% chance of playing,2019-11-07T14:00:19.197739Z,54,0,0,0,41823.jpg,0.9,0,0,Delph,0.2,False,,d,8,11,8.0,6,8769,41,23448,810,0.1,1.1,Delph,2
